enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target,min_company_size,max_company_size,avg_company_size,is_avg_nan
7089,city_65,0.802,Male,No relevent experience,Full time course,High School,STEM,2,Early Stage Startup,1,34,1.0,10.0,49.0,29.5,False
3989,city_141,0.763,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Funded Startup,1,86,0.0,1.0,10.0,5.5,False
2756,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,1,232,0.0,50.0,99.0,74.5,False
28672,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,19,Pvt Ltd,1,90,0.0,1000.0,4999.0,2999.5,False
110,city_103,0.92,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,6,0.0,,,74.5,True
22981,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,18,Pvt Ltd,4,22,0.0,100.0,500.0,300.0,False
18468,city_11,0.55,Non disclosure,Has relevent experience,no_enrollment,Graduate,Business Degree,2,Pvt Ltd,1,66,1.0,50.0,99.0,74.5,False
10672,city_16,0.91,Female,No relevent experience,no_enrollment,Graduate,STEM,0,NGO,3,48,0.0,50.0,99.0,74.5,False
25954,city_103,0.92,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,2,130,0.0,1000.0,4999.0,2999.5,False
28980,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,Pvt Ltd,1,100,1.0,,,74.5,True
19517,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Other,2,64,0.0,50.0,99.0,74.5,False
15613,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,Funded Startup,0,28,0.0,500.0,999.0,749.5,False
5149,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,0,64,1.0,10000.0,20000.0,15000.0,False
4065,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,3,21,1.0,,,74.5,True
16509,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Pvt Ltd,3,24,0.0,10.0,49.0,29.5,False
18360,city_103,0.92,Non disclosure,No relevent experience,no_enrollment,High School,STEM,0,Pvt Ltd,0,94,0.0,,,74.5,True
19695,city_54,0.856,Male,No relevent experience,no_enrollment,Phd,STEM,17,Pvt Ltd,1,50,0.0,,,74.5,True
6765,city_100,0.887,Non disclosure,Has relevent experience,no_enrollment,High School,STEM,8,Pvt Ltd,1,92,0.0,50.0,99.0,74.5,False
20041,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,2,Pvt Ltd,0,40,0.0,,,74.5,True
18313,city_21,0.624,Non disclosure,No relevent experience,Full time course,High School,STEM,2,Pvt Ltd,0,15,1.0,,,74.5,True
30926,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,Humanities,21,Pvt Ltd,5,18,0.0,1.0,10.0,5.5,False
30328,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,1,94,1.0,,,74.5,True
9177,city_57,0.866,Male,Has relevent experience,Full time course,Graduate,STEM,8,Pvt Ltd,1,44,0.0,10.0,49.0,29.5,False
31020,city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,4,Pvt Ltd,1,105,1.0,,,74.5,True
2009,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,Pvt Ltd,4,12,0.0,1000.0,4999.0,2999.5,False
3188,city_21,0.624,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,8,NGO,0,9,1.0,10000.0,20000.0,15000.0,False
1199,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,12,NGO,1,70,0.0,100.0,500.0,300.0,False
10538,city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Masters,STEM,17,NGO,5,105,0.0,50.0,99.0,74.5,False
1792,city_74,0.579,Male,No relevent experience,Full time course,High School,STEM,3,Pvt Ltd,0,78,0.0,,,74.5,True
25276,city_16,0.91,Non disclosure,Has relevent experience,Full time course,Graduate,Other,8,Pvt Ltd,1,6,0.0,,,74.5,True
4907,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,2,27,0.0,1.0,10.0,5.5,False
19759,city_21,0.624,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,1,Pvt Ltd,1,174,1.0,50.0,99.0,74.5,False
294,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Pvt Ltd,2,212,0.0,500.0,999.0,749.5,False
28153,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,5,13,0.0,50.0,99.0,74.5,False
28338,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Public Sector,1,41,0.0,10000.0,20000.0,15000.0,False
19327,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,Pvt Ltd,0,4,0.0,,,74.5,True
6069,city_116,0.743,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,6,Pvt Ltd,5,112,0.0,50.0,99.0,74.5,False
25306,city_94,0.698,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,88,0.0,50.0,99.0,74.5,False
12113,city_11,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,3,Pvt Ltd,1,13,0.0,,,74.5,True
14104,city_103,0.92,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,3,85,0.0,50.0,99.0,74.5,False
12043,city_50,0.8959999999999999,Non disclosure,No relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,0,35,1.0,,,74.5,True
2135,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,1,Pvt Ltd,0,42,1.0,,,74.5,True
33127,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,4,2,0.0,1.0,10.0,5.5,False
24439,city_97,0.925,Male,No relevent experience,no_enrollment,Masters,Humanities,21,Pvt Ltd,5,5,0.0,,,74.5,True
33113,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,19,Funded Startup,1,130,0.0,50.0,99.0,74.5,False
30128,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,2,47,1.0,,,74.5,True
31322,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,19,Pvt Ltd,1,332,0.0,10000.0,20000.0,15000.0,False
4366,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,85,0.0,10.0,49.0,29.5,False
21890,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,68,1.0,,,74.5,True
14160,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,1,113,0.0,,,74.5,True
16126,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,3,Pvt Ltd,2,24,0.0,10000.0,20000.0,15000.0,False
27616,city_116,0.743,Non disclosure,Has relevent experience,Full time course,Graduate,STEM,5,Pvt Ltd,1,107,0.0,50.0,99.0,74.5,False
24307,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,1,26,1.0,500.0,999.0,749.5,False
18147,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,STEM,7,Pvt Ltd,0,30,0.0,100.0,500.0,300.0,False
4145,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Pvt Ltd,5,21,0.0,500.0,999.0,749.5,False
29837,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,248,0.0,100.0,500.0,300.0,False
24744,city_57,0.866,Non disclosure,No relevent experience,Full time course,High School,STEM,0,Pvt Ltd,0,64,0.0,,,74.5,True
1710,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,47,0.0,1000.0,4999.0,2999.5,False
31119,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,1,155,1.0,50.0,99.0,74.5,False
19160,city_67,0.855,Female,No relevent experience,Full time course,Masters,STEM,11,Pvt Ltd,5,78,0.0,,,74.5,True
9323,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,21,Funded Startup,4,44,0.0,100.0,500.0,300.0,False
744,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,80,0.0,1.0,10.0,5.5,False
9916,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,55,0.0,100.0,500.0,300.0,False
5307,city_67,0.855,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,3,Pvt Ltd,1,9,0.0,50.0,99.0,74.5,False
30874,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,1,91,0.0,,,74.5,True
32300,city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,4,80,0.0,500.0,999.0,749.5,False
25901,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,1,43,1.0,10000.0,20000.0,15000.0,False
9376,city_28,0.939,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,14,Pvt Ltd,0,109,0.0,10000.0,20000.0,15000.0,False
18978,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,19,Pvt Ltd,1,111,0.0,100.0,500.0,300.0,False
6988,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Pvt Ltd,3,75,0.0,,,74.5,True
19762,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,7,0.0,,,74.5,True
28270,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Pvt Ltd,1,88,0.0,1000.0,4999.0,2999.5,False
4900,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,4,140,1.0,,,74.5,True
10269,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,4,23,0.0,,,74.5,True
6854,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Funded Startup,2,26,0.0,1.0,10.0,5.5,False
19252,city_16,0.91,Male,No relevent experience,Full time course,High School,STEM,6,Pvt Ltd,0,20,0.0,,,74.5,True
26642,city_19,0.682,Male,Has relevent experience,Full time course,Graduate,STEM,1,Pvt Ltd,1,45,1.0,,,74.5,True
33071,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Pvt Ltd,1,76,0.0,50.0,99.0,74.5,False
18148,city_103,0.92,Non disclosure,No relevent experience,Full time course,Graduate,STEM,2,Pvt Ltd,1,43,0.0,,,74.5,True
6852,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,1,42,0.0,1000.0,4999.0,2999.5,False
14507,city_67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,3,Pvt Ltd,1,6,0.0,10000.0,20000.0,15000.0,False
6104,city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Pvt Ltd,1,67,0.0,100.0,500.0,300.0,False
29309,city_11,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,2,NGO,1,6,0.0,50.0,99.0,74.5,False
28537,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,9,Pvt Ltd,4,68,0.0,100.0,500.0,300.0,False
754,city_11,0.55,Male,No relevent experience,Full time course,Graduate,Humanities,2,Pvt Ltd,1,33,1.0,,,74.5,True
27015,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,1,107,0.0,5000.0,9999.0,7499.5,False
30434,city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,9,Pvt Ltd,1,8,0.0,,,74.5,True
26028,city_75,0.939,Non disclosure,No relevent experience,Full time course,High School,STEM,3,Pvt Ltd,1,52,0.0,1000.0,4999.0,2999.5,False
9804,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Pvt Ltd,5,10,0.0,50.0,99.0,74.5,False
6387,city_160,0.92,Non disclosure,Has relevent experience,no_enrollment,Graduate,Business Degree,9,Pvt Ltd,0,34,0.0,,,74.5,True
11158,city_114,0.926,Male,No relevent experience,no_enrollment,High School,STEM,2,Pvt Ltd,0,31,0.0,,,74.5,True
7552,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,5,128,0.0,100.0,500.0,300.0,False
1562,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,17,Pvt Ltd,5,23,1.0,10000.0,20000.0,15000.0,False
9583,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Pvt Ltd,5,67,1.0,5000.0,9999.0,7499.5,False
15600,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Pvt Ltd,5,43,0.0,5000.0,9999.0,7499.5,False
28097,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,2,320,0.0,10000.0,20000.0,15000.0,False
27633,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,3,81,0.0,1000.0,4999.0,2999.5,False
15066,city_114,0.926,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,4,Pvt Ltd,1,19,0.0,5000.0,9999.0,7499.5,False
1564,city_21,0.624,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,56,1.0,10000.0,20000.0,15000.0,False
19767,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,66,0.0,,,74.5,True
1355,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,21,Other,1,127,0.0,50.0,99.0,74.5,False
9022,city_103,0.92,Female,No relevent experience,Full time course,Graduate,Humanities,1,Pvt Ltd,1,42,1.0,,,74.5,True
5125,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,Pvt Ltd,5,31,1.0,,,74.5,True
29495,city_152,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,65,0.0,50.0,99.0,74.5,False
4717,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Pvt Ltd,1,28,0.0,,,74.5,True
16720,city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,10,Pvt Ltd,0,68,0.0,,,74.5,True
6137,city_67,0.855,Male,Has relevent experience,no_enrollment,High School,STEM,2,Pvt Ltd,1,62,0.0,1.0,10.0,5.5,False
1285,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Pvt Ltd,0,3,0.0,100.0,500.0,300.0,False
24839,city_25,0.698,Non disclosure,No relevent experience,Full time course,Graduate,STEM,2,Pvt Ltd,0,112,1.0,,,74.5,True
4359,city_64,0.6659999999999999,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,21,Other,5,13,0.0,10.0,49.0,29.5,False
13734,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,16,Pvt Ltd,1,11,0.0,1.0,10.0,5.5,False
17219,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,Pvt Ltd,1,260,1.0,50.0,99.0,74.5,False
2096,city_36,0.893,Non disclosure,Has relevent experience,Part time course,Graduate,STEM,10,Pvt Ltd,3,54,0.0,50.0,99.0,74.5,False
16112,city_46,0.762,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,4,Pvt Ltd,2,42,0.0,1000.0,4999.0,2999.5,False
23913,city_136,0.897,Male,Has relevent experience,Part time course,Masters,STEM,6,Pvt Ltd,1,44,0.0,50.0,99.0,74.5,False
11507,city_114,0.926,Male,No relevent experience,Full time course,High School,STEM,10,Pvt Ltd,1,65,0.0,5000.0,9999.0,7499.5,False
15321,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Pvt Ltd,2,16,0.0,10000.0,20000.0,15000.0,False
27950,city_19,0.682,Female,Has relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,2,101,1.0,,,74.5,True
15295,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,64,0.0,10000.0,20000.0,15000.0,False
18537,city_173,0.878,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,15,0.0,,,74.5,True
28047,city_149,0.6890000000000001,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,Funded Startup,1,11,0.0,100.0,500.0,300.0,False
26708,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,8,Pvt Ltd,1,36,1.0,50.0,99.0,74.5,False
17990,city_100,0.887,Male,No relevent experience,no_enrollment,High School,STEM,2,Pvt Ltd,0,10,0.0,,,74.5,True
9035,city_21,0.624,Male,No relevent experience,no_enrollment,High School,STEM,3,Pvt Ltd,0,81,0.0,,,74.5,True
10801,city_83,0.923,Female,Has relevent experience,no_enrollment,Masters,Humanities,4,Public Sector,2,48,0.0,100.0,500.0,300.0,False
17320,city_21,0.624,Non disclosure,No relevent experience,Full time course,High School,STEM,4,Pvt Ltd,1,12,0.0,,,74.5,True
624,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,2,26,0.0,100.0,500.0,300.0,False
22000,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,1,51,0.0,,,74.5,True
30555,city_149,0.6890000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,4,Pvt Ltd,1,18,1.0,,,74.5,True
16862,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,6,Pvt Ltd,1,106,0.0,100.0,500.0,300.0,False
25649,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,21,Pvt Ltd,5,58,0.0,10000.0,20000.0,15000.0,False
1384,city_83,0.923,Male,No relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,1,236,0.0,,,74.5,True
10605,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,1,113,0.0,10.0,49.0,29.5,False
10887,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,5,80,0.0,1.0,10.0,5.5,False
28870,city_103,0.92,Non disclosure,Has relevent experience,Part time course,Graduate,STEM,14,Public Sector,1,47,0.0,,,74.5,True
17270,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,5,153,0.0,50.0,99.0,74.5,False
5816,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,4,28,1.0,1000.0,4999.0,2999.5,False
23568,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,61,0.0,,,74.5,True
25042,city_21,0.624,Non disclosure,Has relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,2,48,0.0,1000.0,4999.0,2999.5,False
15662,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,96,0.0,100.0,500.0,300.0,False
3551,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,54,0.0,100.0,500.0,300.0,False
20595,city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,1,34,0.0,50.0,99.0,74.5,False
17776,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,Pvt Ltd,1,190,0.0,,,74.5,True
1551,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Funded Startup,1,6,0.0,100.0,500.0,300.0,False
27183,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,15,Funded Startup,1,114,0.0,10.0,49.0,29.5,False
32503,city_114,0.926,Male,Has relevent experience,Full time course,Masters,Arts,15,Pvt Ltd,2,37,0.0,50.0,99.0,74.5,False
1761,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,2,64,0.0,10000.0,20000.0,15000.0,False
30920,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20,Pvt Ltd,2,17,0.0,100.0,500.0,300.0,False
30238,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,226,1.0,,,74.5,True
3394,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,Pvt Ltd,2,101,0.0,10000.0,20000.0,15000.0,False
3464,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,2,Pvt Ltd,1,22,1.0,100.0,500.0,300.0,False
13189,city_103,0.92,Female,Has relevent experience,no_enrollment,Phd,STEM,21,NGO,5,170,0.0,500.0,999.0,749.5,False
18056,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,2,276,0.0,50.0,99.0,74.5,False
15047,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,21,Other,1,51,0.0,50.0,99.0,74.5,False
32870,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,STEM,1,Pvt Ltd,1,95,0.0,50.0,99.0,74.5,False
26065,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,5,74,0.0,100.0,500.0,300.0,False
25989,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Early Stage Startup,2,96,0.0,1.0,10.0,5.5,False
107,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,14,Funded Startup,1,17,0.0,100.0,500.0,300.0,False
8395,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Funded Startup,1,81,0.0,50.0,99.0,74.5,False
23353,city_21,0.624,Non disclosure,No relevent experience,no_enrollment,Graduate,STEM,1,Pvt Ltd,0,46,0.0,500.0,999.0,749.5,False
26225,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Pvt Ltd,5,102,0.0,,,74.5,True
22258,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,Other,5,Pvt Ltd,2,70,0.0,10.0,49.0,29.5,False
26916,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,21,Funded Startup,1,89,0.0,50.0,99.0,74.5,False
24430,city_136,0.897,Male,No relevent experience,no_enrollment,Graduate,STEM,18,Pvt Ltd,5,58,0.0,100.0,500.0,300.0,False
1585,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,Pvt Ltd,2,104,0.0,1000.0,4999.0,2999.5,False
3797,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,4,45,0.0,1.0,10.0,5.5,False
23050,city_16,0.91,Non disclosure,Has relevent experience,Full time course,Graduate,STEM,5,Pvt Ltd,1,109,0.0,10.0,49.0,29.5,False
5409,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Pvt Ltd,5,109,0.0,100.0,500.0,300.0,False
8405,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,Pvt Ltd,1,12,1.0,10000.0,20000.0,15000.0,False
8838,city_78,0.579,Non disclosure,No relevent experience,no_enrollment,High School,STEM,2,Pvt Ltd,1,20,1.0,,,74.5,True
28659,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,3,0.0,500.0,999.0,749.5,False
17865,city_102,0.804,Male,Has relevent experience,Part time course,Masters,STEM,10,Pvt Ltd,2,44,0.0,100.0,500.0,300.0,False
7331,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,10,Pvt Ltd,5,7,1.0,,,74.5,True
9405,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,0,Pvt Ltd,1,12,0.0,,,74.5,True
27404,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,2,96,0.0,50.0,99.0,74.5,False
18472,city_21,0.624,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,0,Pvt Ltd,1,84,1.0,100.0,500.0,300.0,False
22448,city_43,0.516,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Early Stage Startup,5,36,1.0,1.0,10.0,5.5,False
23068,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,NGO,1,21,0.0,50.0,99.0,74.5,False
9603,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,Early Stage Startup,1,48,0.0,50.0,99.0,74.5,False
1984,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,1,11,1.0,10.0,49.0,29.5,False
5778,city_71,0.884,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,2,36,1.0,500.0,999.0,749.5,False
27741,city_103,0.92,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,1,70,0.0,1000.0,4999.0,2999.5,False
30601,city_16,0.91,Male,No relevent experience,no_enrollment,Primary School,STEM,2,Pvt Ltd,0,18,0.0,,,74.5,True
1223,city_160,0.92,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,1,134,1.0,,,74.5,True
5535,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,53,1.0,,,74.5,True
5481,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,5,34,0.0,,,74.5,True
32175,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,1,38,0.0,10000.0,20000.0,15000.0,False
20979,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,1,18,0.0,100.0,500.0,300.0,False
20957,city_90,0.698,Male,No relevent experience,Part time course,High School,STEM,2,Early Stage Startup,1,69,0.0,1.0,10.0,5.5,False
20981,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,2,3,1.0,1.0,10.0,5.5,False
25519,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,1,Pvt Ltd,0,55,0.0,,,74.5,True
22649,city_16,0.91,Non disclosure,No relevent experience,no_enrollment,High School,STEM,0,Pvt Ltd,0,143,0.0,,,74.5,True
29482,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,NGO,4,40,0.0,100.0,500.0,300.0,False
7309,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,2,100,1.0,,,74.5,True
20854,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,1,11,0.0,100.0,500.0,300.0,False
29842,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,2,86,1.0,,,74.5,True
26834,city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,0,Pvt Ltd,0,11,0.0,,,74.5,True
10980,city_36,0.893,Male,Has relevent experience,Full time course,Graduate,STEM,9,Pvt Ltd,1,114,0.0,1.0,10.0,5.5,False
6128,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,5,19,0.0,100.0,500.0,300.0,False
1270,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Funded Startup,1,100,0.0,1.0,10.0,5.5,False
21492,city_158,0.7659999999999999,Male,Has relevent experience,Part time course,Graduate,Business Degree,9,Pvt Ltd,5,112,0.0,1000.0,4999.0,2999.5,False
